frame,color,cx,cy,space_x,space_y,space_z,x,y,w,h,area
56,red,785.33,447.63,-88.62,1136.90,195.62,777,430,19,37,460
56,red,215.01,687.18,-39.07,96.56,100.10,207,667,17,41,595
56,red,906.97,820.09,46.02,25.50,12.63,885,807,48,29,847
56,blue,833.19,504.80,-0.67,486.55,166.54,829,500,11,9,69
56,blue,836.25,529.99,10.25,371.59,154.34,832,517,13,34,189
56,blue,858.25,601.07,29.02,197.56,119.46,855,590,7,26,135
56,blue,553.37,685.25,0.11,99.52,89.46,542,673,24,24,457
56,blue,1392.41,689.06,100.05,100.00,58.95,1381,677,23,23,421
56,blue,226.01,885.62,-0.86,2.63,4.45,222,875,10,21,169
57,red,792.72,450.68,-76.67,1070.33,193.91,786,433,17,37,452
57,red,937.55,670.52,45.36,113.89,83.40,932,660,11,22,95
57,red,215.02,687.16,-39.08,96.58,100.11,207,667,17,41,596
57,red,926.85,824.10,47.71,24.02,10.03,905,809,47,35,937
57,blue,846.57,523.62,10.84,396.70,157.05,842,514,10,19,129
57,blue,553.34,685.28,0.12,99.50,89.45,542,673,24,24,457
57,blue,1392.45,689.17,100.03,99.92,58.90,1381,677,23,23,419
57,blue,225.96,885.63,-0.86,2.63,4.44,222,875,10,21,167
58,red,802.35,454.88,-62.42,989.15,191.56,795,437,17,38,422
58,red,215.00,687.09,-39.10,96.63,100.14,207,667,17,41,595
58,red,934.00,828.28,48.35,22.48,7.78,912,811,52,42,1123
58,blue,855.65,531.26,15.54,367.26,153.07,849,513,13,44,266
58,blue,553.34,685.25,0.11,99.53,89.46,542,673,24,24,456
58,blue,1392.22,689.15,100.01,99.93,58.92,1381,677,23,23,418
58,blue,225.96,885.51,-0.87,2.66,4.50,222,875,10,21,169
59,red,812.89,460.07,-47.96,902.73,188.71,806,442,16,38,423
59,red,215.12,687.07,-39.10,96.65,100.15,207,667,18,41,606
59,red,956.80,681.75,48.04,104.16,77.35,949,666,15,27,152
59,red,931.98,831.07,48.23,21.45,6.51,913,814,48,41,961
59,blue,864.87,534.10,18.59,357.25,151.39,860,518,12,31,257
59,blue,864.81,564.94,25.02,268.25,136.58,862,557,6,16,85
59,blue,553.29,685.26,0.11,99.52,89.46,541,673,25,24,458
59,blue,1392.37,688.99,100.05,100.06,58.99,1381,677,23,23,420
59,blue,225.99,885.55,-0.86,2.65,4.48,222,875,10,21,170
60,red,826.04,465.19,-34.39,829.57,185.80,819,446,17,38,399
60,red,971.45,670.95,49.64,113.65,82.04,969,663,8,18,64
60,red,215.11,687.08,-39.09,96.64,100.14,207,667,18,41,606
60,red,964.15,690.36,49.09,97.16,72.97,961,686,8,10,61
60,red,934.79,831.13,48.45,21.44,6.38,915,813,48,42,901
60,blue,871.98,531.67,19.75,366.06,152.31,868,522,8,19,122
60,blue,553.36,685.20,0.10,99.57,89.49,542,673,24,24,453
60,blue,1392.34,688.98,100.05,100.07,58.99,1381,677,23,23,421
60,blue,226.01,885.62,-0.86,2.63,4.45,222,875,10,21,169
61,red,841.22,466.68,-25.45,810.90,184.57,835,448,15,37,322
61,red,215.14,687.09,-39.09,96.64,100.14,207,667,18,41,610
61,red,968.51,686.02,49.54,100.67,74.90,964,672,11,26,107
61,red,947.69,826.78,49.44,23.06,8.03,936,813,28,30,467
61,red,921.51,836.62,47.48,19.43,4.20,915,820,16,34,368
61,blue,553.52,685.10,0.10,99.65,89.53,542,673,24,24,454
61,blue,1392.39,688.91,100.07,100.13,59.03,1381,677,23,23,420
61,blue,226.03,885.61,-0.86,2.64,4.45,222,875,10,21,170
62,red,859.33,475.52,-9.25,709.86,179.70,854,465,13,20,189
62,red,215.12,687.09,-39.09,96.63,100.14,207,667,18,41,608
62,red,972.34,686.94,50.01,99.94,74.33,968,675,11,23,100
62,red,948.84,827.43,49.54,22.82,7.68,937,814,28,29,516
62,red,922.15,837.57,47.55,19.10,3.72,916,821,17,34,365
62,blue,553.45,685.18,0.11,99.58,89.49,542,673,24,24,451
62,blue,1392.43,688.91,100.07,100.13,59.02,1381,677,23,23,422
62,blue,226.01,885.62,-0.86,2.63,4.45,222,875,10,21,169
63,red,877.63,453.35,-22.22,1024.72,189.73,873,448,11,12,81
63,red,880.09,475.38,-0.59,712.41,179.06,874,466,13,19,178
63,red,215.10,687.01,-39.12,96.70,100.18,207,667,18,41,611
63,red,975.64,690.07,50.44,97.44,72.71,972,677,9,26,97
63,red,949.68,827.70,49.61,22.73,7.52,937,814,28,29,457
63,red,922.18,837.68,47.55,19.06,3.67,916,821,16,33,312
63,blue,553.54,684.98,0.08,99.75,89.59,542,673,24,23,446
63,blue,1392.36,688.74,100.09,100.27,59.11,1381,677,23,23,422
63,blue,226.04,885.58,-0.86,2.65,4.46,222,875,10,21,172
64,red,903.22,476.33,9.73,703.77,177.82,898,467,11,19,152
64,red,215.14,687.11,-39.08,96.62,100.13,207,667,18,41,608
64,red,951.22,828.14,49.73,22.57,7.25,938,815,27,29,459
64,red,921.97,836.87,47.52,19.35,4.06,917,821,14,34,296
64,blue,553.47,685.21,0.12,99.56,89.48,542,673,24,24,453
64,blue,1392.47,689.06,100.05,100.01,58.95,1381,677,24,23,427
64,blue,225.97,885.59,-0.86,2.64,4.46,222,875,10,21,169
65,red,929.17,475.83,20.42,710.17,177.17,925,467,10,18,116
65,red,215.13,687.18,-39.06,96.56,100.10,207,667,18,41,605
65,red,951.27,828.37,49.74,22.48,7.14,938,815,28,29,455
65,red,922.27,836.12,47.53,19.61,4.41,917,821,13,33,280
65,blue,553.49,685.18,0.12,99.58,89.49,542,673,24,24,453
65,blue,1392.54,688.88,100.09,100.15,59.04,1381,677,23,23,421
65,blue,225.99,885.58,-0.86,2.64,4.46,222,875,10,21,170
66,red,955.79,474.36,31.29,726.91,176.96,952,467,10,16,110
66,red,1060.10,651.26,61.32,133.38,88.46,1051,642,20,17,168
66,red,215.06,687.21,-39.06,96.54,100.09,207,667,18,41,600
66,red,952.62,827.96,49.84,22.63,7.29,939,815,28,28,448
66,red,923.07,835.46,47.59,19.85,4.70,918,820,13,34,284
66,blue,553.53,685.14,0.11,99.61,89.51,542,673,24,24,453
66,blue,1392.73,688.83,100.12,100.19,59.05,1381,677,23,23,424
66,blue,225.97,885.59,-0.86,2.64,4.46,222,875,10,21,169
67,red,982.48,471.44,42.41,760.87,177.45,978,463,11,18,126
67,red,215.07,687.08,-39.10,96.64,100.14,207,667,18,41,602
67,red,952.86,828.26,49.87,22.53,7.14,940,815,27,28,439
67,red,923.10,835.50,47.59,19.84,4.68,918,820,11,33,249
67,blue,553.52,685.14,0.11,99.62,89.51,542,673,24,24,451
67,blue,1392.62,688.96,100.09,100.09,58.99,1381,677,23,23,421
67,blue,225.99,885.58,-0.86,2.64,4.46,222,875,10,21,170
68,red,1007.80,467.77,53.78,807.11,178.35,1002,459,13,19,139
68,red,215.04,687.04,-39.11,96.67,100.17,207,667,18,41,600
68,red,953.79,827.90,49.94,22.66,7.28,940,815,28,28,460
68,red,924.46,835.41,47.70,19.87,4.68,919,820,16,33,304
68,blue,553.55,685.05,0.10,99.69,89.55,542,673,24,24,450
68,blue,1392.62,688.91,100.10,100.13,59.02,1381,677,23,23,421
68,blue,225.97,885.59,-0.86,2.64,4.46,222,875,10,21,169
69,red,1033.53,464.17,66.57,857.28,179.20,1026,456,16,18,180
69,red,215.06,687.01,-39.12,96.70,100.18,207,667,18,41,601
69,red,954.17,827.68,49.97,22.74,7.37,941,814,27,29,460
69,red,924.55,834.50,47.69,20.20,5.11,919,819,13,33,280
69,blue,553.52,685.00,0.09,99.73,89.58,542,673,24,24,451
69,blue,1392.60,688.82,100.11,100.20,59.06,1381,677,23,23,424
69,blue,226.02,885.61,-0.86,2.63,4.45,222,875,10,21,171
70,red,1058.63,461.28,80.20,902.00,179.73,1052,453,15,18,169
70,red,1105.75,643.93,67.92,141.61,90.42,1102,636,10,18,99
70,red,215.04,686.96,-39.14,96.74,100.21,207,667,18,41,600
70,red,955.54,826.90,50.07,23.03,7.70,942,813,27,29,476
70,red,925.36,833.77,47.74,20.46,5.44,920,818,13,33,286
70,blue,553.60,685.06,0.11,99.68,89.54,542,673,24,24,456
70,blue,1392.52,688.95,100.08,100.10,59.00,1381,677,23,23,421
70,blue,226.00,885.55,-0.86,2.65,4.48,222,875,10,21,172
71,red,1082.06,458.66,94.01,946.05,180.19,1075,451,15,17,158
71,red,1112.46,644.95,68.81,140.51,89.70,1108,636,11,18,91
71,red,214.97,686.94,-39.15,96.75,100.22,207,667,18,41,597
71,red,956.41,826.84,50.14,23.06,7.70,943,813,28,28,483
71,red,926.54,832.32,47.81,20.99,6.09,921,817,14,33,285
71,blue,553.59,685.04,0.10,99.70,89.56,542,673,24,24,453
71,blue,1392.57,689.05,100.07,100.02,58.95,1381,677,23,23,418
71,blue,225.95,885.62,-0.86,2.63,4.44,222,875,10,21,168
72,red,1103.92,457.61,106.82,965.83,179.94,1098,451,13,15,135
72,red,1118.48,644.50,69.68,141.04,89.71,1112,637,14,17,165
72,red,215.02,686.89,-39.16,96.80,100.24,207,667,18,41,603
72,red,998.52,699.57,53.18,90.22,67.37,995,696,9,8,60
72,red,957.48,825.92,50.22,23.40,8.11,944,813,27,27,482
72,red,927.63,832.07,47.90,21.08,6.17,922,816,13,33,267
72,blue,553.73,685.02,0.11,99.71,89.56,542,673,24,23,451
72,blue,1392.60,689.11,100.06,99.97,58.92,1381,677,23,23,415
72,blue,226.00,885.62,-0.86,2.63,4.44,222,875,10,21,170
73,red,1122.86,457.14,117.86,975.80,179.52,1116,450,15,16,144
73,red,1125.47,644.40,70.66,141.19,89.52,1118,638,14,12,97
73,red,215.00,686.89,-39.17,96.79,100.24,207,667,18,41,601
73,red,957.34,824.67,50.19,23.87,8.71,945,812,27,27,524
73,red,928.16,830.37,47.91,21.70,6.97,923,814,12,34,271
73,blue,553.67,685.09,0.12,99.65,89.53,542,673,24,24,454
73,blue,1392.78,689.13,100.08,99.95,58.91,1381,677,24,23,423
73,blue,226.04,885.58,-0.86,2.65,4.46,222,875,10,21,172
74,red,1139.94,458.76,125.63,948.99,178.16,1132,451,17,17,157
74,red,1132.99,644.79,71.69,140.81,89.08,1128,640,10,10,70
74,red,215.07,686.75,-39.20,96.90,100.31,207,666,18,42,609
74,red,928.94,829.79,47.97,21.91,7.22,924,813,12,33,217
74,red,958.75,824.16,50.30,24.07,8.91,946,812,27,27,541
74,blue,553.67,684.96,0.10,99.76,89.59,542,673,24,23,450
74,blue,1392.53,689.05,100.06,100.02,58.95,1381,677,23,23,417
74,blue,226.03,885.45,-0.87,2.68,4.52,222,875,10,21,174
75,red,1155.03,461.61,130.55,903.95,176.28,1147,454,17,17,164
75,red,215.10,687.07,-39.10,96.65,100.15,207,667,18,41,604
75,red,1006.93,709.46,54.15,83.09,62.33,1003,702,10,16,69
75,red,962.05,823.39,50.56,24.36,9.16,948,812,27,25,473
75,red,929.01,834.94,48.05,20.05,4.75,925,824,9,21,116
75,blue,553.66,685.24,0.15,99.54,89.46,542,673,24,24,457
75,blue,1392.74,689.43,100.03,99.70,58.76,1381,677,24,24,422
75,blue,226.03,885.52,-0.87,2.66,4.49,222,875,10,21,172
76,red,1166.85,464.91,132.91,855.77,174.29,1157,456,19,20,182
76,red,215.09,687.17,-39.07,96.57,100.10,207,667,18,41,600
76,red,932.35,827.24,48.21,22.86,8.33,927,810,12,33,152
76,red,964.45,821.81,50.74,24.97,9.84,950,811,27,24,453
76,blue,553.67,685.35,0.17,99.44,89.40,542,673,24,24,461
76,blue,1392.52,689.68,99.96,99.51,58.65,1381,678,23,23,418
76,blue,225.97,885.59,-0.86,2.64,4.46,222,875,10,21,169
77,red,1176.84,469.30,133.02,797.94,171.84,1169,461,17,19,172
77,red,215.13,687.19,-39.06,96.56,100.09,207,667,18,41,603
77,red,967.14,822.00,50.97,24.90,9.66,954,811,26,24,438
77,red,933.18,833.90,48.36,20.43,5.11,929,828,10,13,77
77,blue,553.70,685.40,0.18,99.41,89.38,542,673,24,24,463
77,blue,1392.42,689.56,99.97,99.60,58.71,1381,678,23,23,416
77,blue,226.00,885.49,-0.87,2.67,4.51,222,875,10,21,171
78,red,1183.89,472.11,133.38,764.23,170.25,1177,464,15,18,148
78,red,215.09,687.22,-39.05,96.53,100.08,207,667,18,41,602
78,red,972.80,820.05,51.41,25.66,10.40,961,809,25,24,413
78,red,937.47,827.26,48.62,22.87,8.15,934,815,8,23,98
78,blue,553.71,685.32,0.17,99.47,89.42,542,673,24,24,462
78,blue,1392.65,689.65,99.98,99.53,58.66,1381,678,24,23,418
78,blue,226.00,885.72,-0.85,2.60,4.40,222,875,10,21,167
79,red,1188.13,473.95,133.44,743.60,169.22,1182,464,15,21,164
79,red,215.06,687.34,-39.02,96.44,100.02,207,667,18,42,608
79,red,945.95,816.01,49.16,27.17,13.26,941,800,14,32,149
79,red,979.76,817.21,51.97,26.77,11.52,968,807,25,22,402
79,blue,553.72,685.28,0.16,99.50,89.43,542,673,24,24,460
79,blue,1392.52,689.62,99.97,99.55,58.68,1381,678,23,23,416
79,blue,226.02,885.68,-0.85,2.62,4.42,222,875,10,21,168
80,red,1190.10,475.45,132.83,727.27,168.43,1185,465,13,21,152
80,red,215.07,687.39,-39.00,96.40,100.00,207,667,18,41,595
80,red,958.15,809.51,50.11,29.77,15.96,952,796,14,28,142
80,red,990.00,813.94,52.80,28.07,12.75,979,803,25,23,393
80,blue,553.67,685.64,0.22,99.21,89.26,542,673,24,24,451
80,blue,1392.48,689.61,99.97,99.56,58.68,1381,678,23,23,417
80,blue,226.02,885.68,-0.85,2.62,4.42,222,875,10,21,168
81,red,1190.58,475.07,133.41,731.36,168.60,1186,465,12,20,142
81,red,215.11,687.40,-38.99,96.39,99.99,207,667,18,41,599
81,red,1007.99,810.64,54.30,29.43,13.72,999,800,21,23,302
81,blue,553.75,685.69,0.24,99.18,89.24,542,673,24,24,451
81,blue,1392.46,689.55,99.98,99.61,58.72,1381,678,23,23,416
81,blue,226.02,885.68,-0.85,2.62,4.42,222,875,10,21,168
82,red,1190.96,474.53,134.11,737.23,168.84,1186,464,13,21,148
82,red,215.11,687.42,-38.99,96.38,99.98,207,667,18,41,599
82,red,1029.94,806.26,56.16,31.26,15.07,1023,797,16,20,176
82,blue,553.87,685.45,0.21,99.36,89.35,542,673,24,24,449
82,blue,1392.46,689.43,100.00,99.71,58.78,1381,677,23,24,421
82,blue,226.05,885.71,-0.84,2.61,4.40,222,875,10,21,169
83,red,1191.00,474.66,134.00,735.88,168.78,1187,464,12,21,149
83,red,215.09,687.35,-39.01,96.43,100.02,207,667,18,41,597
83,red,1055.90,798.52,58.43,34.55,17.90,1050,792,14,16,121
83,blue,1113.21,605.42,71.63,192.69,108.66,1109,592,9,31,193
83,blue,553.82,685.39,0.19,99.41,89.38,542,673,24,24,444
83,blue,1392.40,689.08,100.04,99.99,58.94,1381,677,23,23,421
83,blue,226.05,885.71,-0.84,2.61,4.40,222,875,10,21,169
84,red,1191.06,473.93,134.76,743.92,169.13,1187,463,12,21,143
84,red,215.08,687.32,-39.02,96.45,100.03,207,667,18,41,596
84,red,1081.91,791.42,60.80,37.70,20.42,1075,785,16,16,154
84,blue,1129.42,612.14,73.71,182.60,104.88,1125,608,9,11,79
84,blue,553.62,685.13,0.12,99.63,89.51,542,673,23,24,442
84,blue,1392.37,689.05,100.04,100.01,58.96,1381,677,23,23,427
84,blue,226.04,885.65,-0.85,2.63,4.43,222,875,10,21,170
85,red,1191.54,472.81,136.13,756.58,169.65,1187,463,12,20,139
85,red,215.12,687.36,-39.00,96.42,100.01,207,667,18,41,600
85,red,1107.33,783.86,63.20,41.17,23.18,1097,775,22,19,238
85,blue,1152.29,643.15,74.52,142.75,89.20,1147,640,11,8,79
85,blue,553.81,685.19,0.15,99.58,89.47,542,673,24,24,448
85,blue,1392.55,689.01,100.07,100.05,58.97,1381,677,23,23,421
85,blue,226.05,885.71,-0.84,2.61,4.40,222,875,10,21,169
86,red,1192.60,470.25,139.41,787.06,170.84,1188,461,11,20,141
86,red,215.12,687.39,-38.99,96.39,99.99,207,667,18,41,599
86,red,1133.21,781.83,65.59,42.18,23.27,1125,772,18,20,228
86,blue,553.79,685.19,0.15,99.58,89.48,542,673,24,24,444
86,blue,1392.53,689.00,100.07,100.05,58.98,1381,677,23,23,422
86,blue,226.08,885.74,-0.84,2.60,4.39,222,875,10,21,170
87,red,1193.94,469.12,141.33,801.13,171.34,1190,460,10,19,120
87,red,215.16,687.30,-39.02,96.47,100.04,207,667,18,41,608
87,red,1166.84,783.77,68.55,41.36,21.19,1151,774,32,21,353
87,blue,1153.50,563.61,84.25,274.89,127.35,1150,560,8,8,62
87,blue,553.63,685.17,0.13,99.59,89.49,542,673,23,24,443
87,blue,1392.55,688.98,100.08,100.07,58.99,1381,677,23,23,421
87,blue,226.08,885.74,-0.84,2.60,4.39,222,875,10,21,170
88,red,1196.27,466.66,145.46,833.50,172.44,1193,458,8,17,109
88,red,1298.90,658.22,92.90,127.47,76.96,1291,645,18,32,247
88,red,215.17,687.25,-39.03,96.51,100.06,207,667,18,41,608
88,red,1196.18,788.84,70.98,39.13,17.75,1185,778,22,22,313
88,blue,553.83,685.09,0.14,99.66,89.52,542,673,24,24,447
88,blue,1392.55,688.79,100.11,100.23,59.08,1381,677,23,23,428
88,blue,226.15,885.59,-0.85,2.64,4.45,222,875,10,21,175
89,red,1198.97,466.20,147.38,839.88,172.57,1195,457,9,19,127
89,red,1313.70,646.21,96.82,140.26,82.22,1307,641,16,11,94
89,red,215.23,687.27,-39.02,96.49,100.05,207,667,18,41,614
89,red,1221.48,797.55,72.82,35.36,12.70,1204,784,32,26,537
89,blue,553.82,684.98,0.12,99.75,89.58,542,673,24,24,442
89,blue,1392.58,688.78,100.11,100.23,59.08,1381,677,23,23,425
89,blue,226.11,885.52,-0.86,2.66,4.49,222,875,10,21,174
90,red,1202.53,466.72,148.46,833.08,172.20,1199,458,8,18,115
90,red,215.16,687.17,-39.06,96.57,100.10,207,667,18,41,610
90,red,1254.68,806.26,75.26,31.77,7.39,1240,790,31,36,745
90,blue,553.68,684.96,0.10,99.76,89.59,542,673,24,24,446
90,blue,1392.52,688.79,100.10,100.23,59.08,1381,677,23,23,429
90,blue,226.06,885.55,-0.86,2.65,4.48,222,875,10,21,173
91,red,1206.45,465.92,151.48,844.36,172.45,1203,456,8,19,118
91,red,215.10,687.12,-39.08,96.61,100.13,207,667,18,41,607
91,red,1288.95,814.76,77.70,28.40,2.13,1275,798,31,37,815
91,blue,553.74,684.79,0.07,99.90,89.67,542,673,23,23,434
91,blue,1392.57,688.72,100.12,100.29,59.11,1381,677,23,23,425
91,blue,226.13,885.40,-0.87,2.70,4.55,222,875,10,21,177
92,red,1211.49,466.97,152.53,830.26,171.77,1208,458,8,18,111
92,red,215.06,687.07,-39.10,96.65,100.15,207,667,18,41,606
92,red,1319.49,819.66,79.95,26.55,-1.26,1305,801,34,40,932
92,blue,553.70,684.91,0.09,99.81,89.62,542,673,24,23,447
92,blue,1392.57,688.77,100.11,100.24,59.09,1381,677,23,23,424
92,blue,226.16,885.42,-0.87,2.69,4.54,222,875,10,21,178
93,red,1217.38,468.75,152.99,807.27,170.71,1214,459,9,19,130
93,red,215.10,686.95,-39.14,96.75,100.21,207,666,18,42,611
93,red,1344.89,818.51,82.12,27.05,-1.58,1329,800,39,41,1041
93,blue,553.87,684.79,0.09,99.90,89.67,542,673,24,23,439
93,blue,1392.67,688.61,100.15,100.37,59.16,1381,676,23,24,425
93,blue,226.14,885.42,-0.87,2.69,4.53,222,875,10,21,177
94,red,1224.06,466.06,160.06,843.56,171.78,1220,444,10,36,177
94,red,215.16,686.97,-39.12,96.73,100.20,207,666,18,42,616
94,red,1347.59,673.56,96.93,113.07,67.93,1345,666,6,18,68
94,red,1364.12,814.69,83.99,28.60,-0.40,1346,797,41,40,1022
94,blue,553.75,684.77,0.07,99.91,89.68,542,673,23,23,435
94,blue,1392.58,688.72,100.12,100.29,59.11,1381,677,23,23,422
94,blue,226.16,885.42,-0.87,2.69,4.54,222,875,10,21,178
95,red,1233.23,474.50,152.92,739.83,167.41,1229,465,10,18,126
95,red,215.19,687.19,-39.05,96.56,100.09,207,667,18,41,616
95,red,1386.89,807.68,86.43,31.48,2.18,1376,796,25,26,446
95,red,1363.38,819.51,83.59,26.70,-2.69,1355,804,22,30,306
95,blue,553.79,684.85,0.09,99.85,89.64,541,673,25,23,441
95,blue,1392.61,688.79,100.11,100.23,59.08,1381,677,23,23,421
95,blue,226.16,885.42,-0.87,2.69,4.54,222,875,10,21,178
96,red,1243.49,478.90,152.08,694.30,164.95,1240,470,9,18,126
96,red,215.17,687.16,-39.06,96.58,100.11,207,667,18,41,614
96,red,1394.13,805.82,87.19,32.27,2.83,1384,791,24,29,428
96,red,1368.14,817.11,84.15,27.65,-1.70,1360,804,17,26,150
96,blue,554.05,684.84,0.12,99.87,89.64,543,673,23,23,437
96,blue,1392.92,688.53,100.19,100.44,59.19,1382,677,22,23,417
96,blue,226.16,885.42,-0.87,2.69,4.54,222,875,10,21,178
97,red,1254.88,483.50,151.56,651.50,162.36,1251,474,9,18,121
97,red,215.18,687.19,-39.05,96.55,100.09,207,667,18,41,613
97,red,1394.62,808.95,86.99,30.98,1.31,1384,796,25,29,460
97,red,1370.50,817.65,84.31,27.44,-2.04,1364,804,14,27,131
97,blue,554.07,684.85,0.12,99.86,89.63,543,673,23,23,434
97,blue,1393.67,688.24,100.33,100.68,59.30,1385,677,19,23,373
97,blue,226.16,885.42,-0.87,2.69,4.54,222,875,10,21,178
98,red,1267.69,488.03,151.69,613.46,159.74,1264,479,9,18,128
98,red,215.18,687.23,-39.04,96.52,100.07,207,667,18,41,609
98,red,1397.35,811.50,87.02,29.95,-0.01,1388,798,22,30,451
98,red,1374.86,822.58,84.32,25.54,-4.56,1370,814,11,19,111
98,blue,554.10,684.87,0.13,99.84,89.62,542,673,24,23,434
98,blue,1397.43,688.67,100.71,100.34,58.97,1393,677,11,23,206
98,blue,226.11,885.40,-0.87,2.69,4.54,222,875,10,21,176
99,red,1281.47,493.22,151.52,574.17,156.78,1278,484,9,18,136
99,red,215.23,687.20,-39.04,96.55,100.09,207,667,18,41,615
99,red,1403.11,810.23,87.60,30.47,0.41,1393,793,24,35,526
99,red,1379.36,823.74,84.61,25.11,-5.27,1375,814,10,20,106
99,blue,554.21,684.84,0.14,99.87,89.63,543,673,23,23,439
99,blue,226.16,885.42,-0.87,2.69,4.54,222,875,10,21,178
100,red,1296.51,497.21,152.93,546.79,154.35,1293,488,9,19,128
100,red,215.19,687.05,-39.09,96.67,100.16,207,667,18,41,615
100,red,1404.39,810.33,87.70,30.44,0.31,1395,794,22,34,482
100,red,1380.72,824.03,84.70,25.00,-5.45,1376,814,11,20,115
100,blue,554.16,684.80,0.12,99.90,89.65,543,673,23,23,440
100,blue,226.18,885.43,-0.86,2.69,4.53,222,875,10,21,179
101,red,1312.43,497.99,157.68,542.08,153.43,1309,489,9,19,145
101,red,215.17,687.03,-39.10,96.68,100.17,207,667,18,41,612
101,red,1404.54,809.79,87.76,30.66,0.57,1396,797,21,30,433
101,red,1380.09,821.78,84.81,25.86,-4.35,1375,812,12,21,148
101,blue,553.87,684.69,0.07,99.98,89.71,543,673,23,23,433
101,blue,226.13,885.36,-0.88,2.71,4.57,222,875,10,21,179
102,red,1331.33,498.76,163.38,537.63,152.41,1328,490,8,19,138
102,red,215.23,687.14,-39.06,96.60,100.11,207,667,18,41,616
102,red,1406.06,810.65,87.82,30.31,0.10,1398,798,21,30,447
102,red,1381.52,819.31,85.10,26.82,-3.21,1377,802,13,31,219
102,blue,554.19,684.84,0.13,99.86,89.63,543,673,23,23,429
102,blue,226.16,885.42,-0.87,2.69,4.54,222,875,10,21,178
103,red,1351.42,499.16,169.83,535.63,151.53,1347,490,10,19,153
103,red,215.32,687.06,-39.07,96.66,100.15,207,667,18,41,625
103,red,1406.83,810.60,87.89,30.33,0.10,1398,798,21,30,436
103,red,1381.54,819.07,85.12,26.91,-3.10,1377,802,12,31,198
103,blue,1332.04,601.13,109.25,201.36,103.23,1328,593,8,16,90
103,blue,554.13,684.91,0.14,99.80,89.60,543,673,23,23,437
103,blue,226.18,885.40,-0.87,2.69,4.54,222,875,10,21,179
104,red,1372.37,498.08,178.32,543.45,151.34,1368,489,10,20,173
104,red,215.25,687.22,-39.03,96.53,100.07,207,667,18,41,616
104,red,1407.25,810.89,87.90,30.21,-0.05,1399,798,21,30,439
104,red,1382.14,818.77,85.19,27.03,-2.98,1377,803,12,31,210
104,blue,554.14,685.08,0.17,99.67,89.52,542,673,24,24,448
104,blue,226.16,885.42,-0.87,2.69,4.54,222,875,10,21,178
105,red,1392.37,495.91,188.09,558.84,151.69,1388,487,11,19,156
105,red,215.24,687.17,-39.05,96.57,100.10,207,667,18,41,618
105,red,1407.33,811.09,87.89,30.14,-0.15,1399,798,21,30,455
105,red,1382.60,818.67,85.24,27.07,-2.94,1378,802,12,32,209
105,blue,554.26,685.00,0.17,99.73,89.55,543,673,23,24,443
105,blue,226.16,885.46,-0.86,2.68,4.52,222,875,10,21,178
106,red,1410.61,486.76,208.68,629.64,155.47,1403,468,16,34,203
106,red,215.23,687.19,-39.05,96.56,100.09,207,667,18,41,616
106,red,1407.44,810.57,87.94,30.35,0.10,1399,795,22,34,479
106,red,1382.08,817.92,85.25,27.36,-2.56,1377,802,13,32,249
106,blue,554.21,685.10,0.19,99.65,89.50,543,673,23,24,448
106,blue,226.16,885.53,-0.86,2.66,4.48,222,875,10,21,176
107,red,1428.77,486.36,216.51,633.75,155.04,1424,477,11,19,130
107,red,215.11,686.88,-39.15,96.80,100.24,207,667,18,41,607
107,red,1404.89,808.66,87.88,31.12,1.10,1396,793,22,34,466
107,red,1378.97,815.94,85.14,28.13,-1.51,1374,801,12,32,219
107,blue,553.27,684.59,-0.02,100.06,89.78,542,672,23,24,442
107,blue,226.18,885.17,-0.89,2.76,4.65,222,874,10,22,184
107,blue,1666.78,894.06,100.62,2.57,-48.86,1663,882,8,22,129
108,red,1449.57,479.33,239.10,699.82,157.70,1444,471,12,18,134
108,red,215.21,687.17,-39.05,96.57,100.10,207,667,18,41,618
108,red,1429.51,672.68,107.46,114.25,65.55,1422,668,13,9,63
108,red,1408.50,808.91,88.17,31.02,0.85,1399,794,22,33,483
108,red,1382.51,817.76,85.30,27.42,-2.50,1378,802,11,31,188
108,blue,554.31,684.90,0.16,99.82,89.60,543,673,23,23,442
108,blue,226.22,885.47,-0.86,2.67,4.51,222,875,10,21,179
109,red,1465.36,472.48,263.07,775.77,160.45,1459,465,13,16,119
109,red,215.23,687.28,-39.02,96.49,100.05,207,667,18,41,617
109,red,1432.09,672.68,107.79,114.27,65.46,1425,668,13,10,77
109,red,1408.50,809.46,88.12,30.80,0.59,1399,794,23,34,530
109,red,1381.85,817.42,85.27,27.56,-2.32,1378,802,11,31,217
109,blue,554.14,685.10,0.18,99.65,89.51,542,673,24,24,447
109,blue,226.18,885.60,-0.85,2.64,4.45,222,875,10,21,176
110,red,1478.49,465.21,291.85,872.74,163.49,1472,458,14,16,118
110,red,215.13,687.14,-39.07,96.59,100.12,207,667,18,41,612
110,red,1408.87,809.13,88.18,30.94,0.74,1399,794,23,34,519
110,red,1382.47,817.73,85.30,27.44,-2.49,1378,801,11,31,208
110,blue,1375.76,589.19,120.59,222.69,107.48,1370,578,12,26,161
110,blue,554.22,684.91,0.15,99.81,89.60,543,673,23,23,441
110,blue,226.15,885.59,-0.85,2.64,4.45,222,875,10,21,175
111,red,1487.47,458.29,323.55,986.17,166.51,1480,452,15,15,126
111,red,215.19,687.24,-39.03,96.52,100.07,207,667,18,41,616
