frame,status,foot_space_x,foot_space_y,foot_cx,foot_cy,foot_area,hand_space_x,hand_space_y,hand_space_z,hand_cx,hand_cy,hand_area,hand_to_foot_dx,hand_to_foot_dy,hand_to_foot_dz,hand_to_foot_distance_2d,hand_to_foot_distance_3d,red_candidates
198,filled_from_previous,78.63,126.67,1200.83,664.50,295,101.96,173.14,0.9492,,,,23.33,46.47,0.9492,52.00,52.01,0
199,foot_only,77.81,127.21,1207.04,661.33,79,101.96,173.14,0.9492,,,,24.15,45.93,0.9492,51.89,51.90,1
200,foot_only,76.96,127.72,1200.11,661.01,364,101.96,173.14,0.9492,,,,25.00,45.42,0.9492,51.85,51.85,1
201,foot_only,76.09,128.20,1198.87,660.63,387,101.96,173.14,0.9492,,,,25.87,44.94,0.9492,51.85,51.86,1
202,foot_only,75.21,128.67,1197.04,660.34,433,101.96,173.14,0.9492,,,,26.75,44.47,0.9492,51.90,51.90,1
203,foot_only,74.30,129.13,1196.48,659.77,409,101.96,173.14,0.9492,,,,27.66,44.01,0.9492,51.98,51.99,1
204,foot_only,73.38,129.58,1196.79,657.68,425,101.96,173.14,0.9492,,,,28.58,43.56,0.9492,52.10,52.11,1
205,foot_only,72.43,130.01,1195.11,657.67,375,101.96,173.14,0.9492,,,,29.53,43.13,0.9492,52.27,52.28,1
206,foot_only,71.47,130.43,1193.26,656.83,352,101.96,173.14,0.9492,,,,30.49,42.71,0.9492,52.48,52.49,1
207,foot_only,70.48,130.84,1189.93,655.85,322,101.96,173.14,0.9492,,,,31.48,42.30,0.9492,52.73,52.74,1
208,foot_only,69.47,131.22,1185.98,654.32,288,101.96,173.14,0.9492,,,,32.49,41.92,0.9492,53.04,53.05,1
209,foot_only,68.43,131.59,1180.40,652.09,267,101.96,173.14,0.9492,,,,33.53,41.55,0.9492,53.39,53.40,1
210,foot_only,67.38,131.93,1169.64,647.71,202,101.96,173.14,0.9492,,,,34.58,41.21,0.9492,53.80,53.80,1
211,foot_only,66.30,132.23,1155.43,644.81,101,101.96,173.14,0.9492,,,,35.66,40.91,0.9492,54.27,54.28,1
212,foot_only,65.19,132.49,1140.18,636.40,85,101.96,173.14,0.9492,,,,36.77,40.65,0.9492,54.81,54.82,1
213,foot_only,64.08,132.69,1123.40,632.42,109,101.96,173.14,0.9492,,,,37.88,40.45,0.9492,55.42,55.43,1
214,foot_only,62.95,132.82,1105.47,628.93,152,101.96,173.14,0.9492,,,,39.01,40.32,0.9492,56.10,56.11,1
215,foot_only,61.81,132.86,1089.10,627.37,158,101.96,173.14,0.9492,,,,40.15,40.28,0.9492,56.87,56.88,1
216,foot_only,60.65,132.83,1071.13,628.12,205,101.96,173.14,0.9492,,,,41.31,40.31,0.9492,57.72,57.73,1
217,filled_from_previous,59.48,132.74,1071.13,628.12,205,101.96,173.14,0.9492,,,,42.48,40.40,0.9492,58.62,58.63,0
218,filled_from_previous,58.30,132.58,1071.13,628.12,205,101.96,173.14,0.9492,,,,43.66,40.56,0.9492,59.59,59.60,0
219,foot_only,57.10,132.36,1007.32,642.69,259,101.96,173.14,0.9492,,,,44.86,40.78,0.9492,60.63,60.63,1
220,foot_only,55.90,132.12,985.94,648.25,234,101.96,173.14,0.9492,,,,46.06,41.02,0.9492,61.68,61.69,1
221,foot_only,54.70,131.88,962.85,654.28,256,101.96,173.14,0.9492,,,,47.26,41.26,0.9492,62.74,62.74,1
222,foot_only,53.51,131.66,940.20,658.74,271,101.96,173.14,0.9492,,,,48.45,41.48,0.9492,63.78,63.79,1
223,foot_only,52.32,131.47,920.01,659.67,278,101.96,173.14,0.9492,,,,49.64,41.67,0.9492,64.81,64.82,1
224,foot_only,51.15,131.31,904.70,660.82,327,101.96,173.14,0.9492,,,,50.81,41.83,0.9492,65.81,65.82,1
225,foot_only,50.00,131.18,895.92,661.58,372,101.96,173.14,0.9492,,,,51.96,41.96,0.9492,66.79,66.79,1
226,foot_only,48.87,131.09,893.08,663.66,342,101.96,173.14,0.9492,,,,53.09,42.05,0.9492,67.73,67.73,1
227,foot_only,47.75,131.01,890.75,663.51,352,101.96,173.14,0.9492,,,,54.21,42.13,0.9492,68.66,68.66,1
228,foot_only,46.64,130.95,889.46,663.96,354,101.96,173.14,0.9492,,,,55.32,42.19,0.9492,69.57,69.58,1
229,foot_only,45.55,130.89,890.54,663.58,359,101.96,173.14,0.9492,,,,56.41,42.25,0.9492,70.48,70.48,1
230,foot_only,44.46,130.84,889.99,662.64,395,101.96,173.14,0.9492,,,,57.50,42.30,0.9492,71.38,71.39,1
231,foot_only,43.38,130.79,889.58,662.58,404,101.96,173.14,0.9492,,,,58.58,42.35,0.9492,72.29,72.29,1
232,foot_only,42.30,130.73,888.06,662.97,394,101.96,173.14,0.9492,,,,59.66,42.41,0.9492,73.20,73.20,1
233,foot_only,41.24,130.68,887.83,663.04,404,101.96,173.14,0.9492,,,,60.72,42.46,0.9492,74.09,74.10,1
234,foot_only,40.18,130.63,887.36,661.49,296,101.96,173.14,0.9492,,,,61.78,42.51,0.9492,74.99,75.00,1
235,foot_only,39.12,130.58,883.99,660.24,161,101.96,173.14,0.9492,,,,62.84,42.56,0.9492,75.90,75.90,1
236,filled_from_previous,38.08,130.53,883.99,660.24,161,101.96,173.14,0.9492,,,,63.88,42.61,0.9492,76.79,76.79,0
237,filled_from_previous,37.04,130.47,883.99,660.24,161,101.96,173.14,0.9492,,,,64.92,42.67,0.9492,77.69,77.69,0
238,foot_only,36.01,130.41,881.23,662.03,210,101.96,173.14,0.9492,,,,65.95,42.73,0.9492,78.58,78.59,1
239,foot_only,34.99,130.36,878.54,660.50,184,101.96,173.14,0.9492,,,,66.97,42.78,0.9492,79.47,79.47,1
240,foot_only,33.97,130.31,874.62,657.81,192,101.96,173.14,0.9492,,,,67.99,42.83,0.9492,80.36,80.36,1
241,foot_only,32.96,130.25,875.61,660.26,145,101.96,173.14,0.9492,,,,69.00,42.89,0.9492,81.24,81.25,1
242,foot_only,31.96,130.21,880.48,663.83,71,101.96,173.14,0.9492,,,,70.00,42.93,0.9492,82.12,82.12,1
243,filled_from_previous,30.96,130.19,880.48,663.83,71,101.96,173.14,0.9492,,,,71.00,42.95,0.9492,82.98,82.99,0
244,filled_from_previous,29.97,130.20,880.48,663.83,71,101.96,173.14,0.9492,,,,71.99,42.94,0.9492,83.82,83.83,0
245,filled_from_previous,28.97,130.24,880.48,663.83,71,101.96,173.14,0.9492,,,,72.99,42.90,0.9492,84.66,84.67,0
246,foot_only,27.96,130.33,855.80,650.95,60,101.96,173.14,0.9492,,,,74.00,42.81,0.9492,85.49,85.50,1
247,filled_from_previous,26.96,130.43,855.80,650.95,60,101.96,173.14,0.9492,,,,75.00,42.71,0.9492,86.31,86.31,0
248,foot_only,25.96,130.54,841.19,642.71,86,101.96,173.14,0.9492,,,,76.00,42.60,0.9492,87.12,87.13,1
249,foot_only,24.96,130.65,829.25,640.49,97,101.96,173.14,0.9492,,,,77.00,42.49,0.9492,87.95,87.95,1
250,foot_only,23.97,130.75,820.42,633.65,122,101.96,173.14,0.9492,,,,77.99,42.39,0.9492,88.77,88.77,1
251,foot_only,22.98,130.81,808.50,629.37,150,101.96,173.14,0.9492,,,,78.98,42.33,0.9492,89.61,89.61,1
252,foot_only,22.00,130.81,791.77,627.12,217,101.96,173.14,0.9492,,,,79.96,42.33,0.9492,90.47,90.48,1
253,foot_only,21.02,130.74,775.27,628.00,209,101.96,173.14,0.9492,,,,80.94,42.40,0.9492,91.37,91.38,1
254,filled_from_previous,20.04,130.60,775.27,628.00,209,101.96,173.14,0.9492,,,,81.92,42.54,0.9492,92.31,92.31,0
255,filled_from_previous,19.07,130.39,775.27,628.00,209,101.96,173.14,0.9492,,,,82.89,42.75,0.9492,93.26,93.27,0
256,filled_from_previous,18.10,130.11,775.27,628.00,209,101.96,173.14,0.9492,,,,83.86,43.03,0.9492,94.26,94.26,0
257,foot_only,17.12,129.76,700.71,646.08,254,101.96,173.14,0.9492,,,,84.84,43.38,0.9492,95.29,95.29,1
258,foot_only,16.14,129.46,680.27,652.02,271,101.96,173.14,0.9492,,,,85.82,43.68,0.9492,96.30,96.30,1
259,foot_only,15.16,129.22,659.55,658.46,231,101.96,173.14,0.9492,,,,86.80,43.92,0.9492,97.28,97.28,1
260,foot_only,14.18,129.05,641.73,659.56,177,101.85,173.09,0.9493,,,,87.67,44.04,0.9493,98.11,98.11,1
261,foot_only,13.21,128.95,630.26,660.52,153,101.62,172.99,0.9495,,,,88.41,44.04,0.9495,98.77,98.78,1
262,foot_only,12.26,128.84,623.45,664.26,196,101.27,172.83,0.9497,,,,89.01,43.99,0.9497,99.29,99.29,1
263,foot_only,11.33,128.71,620.43,666.10,288,100.82,172.63,0.9501,,,,89.49,43.92,0.9501,99.69,99.69,1
264,foot_only,10.43,128.55,620.35,666.00,325,100.24,172.37,0.9505,,,,89.81,43.82,0.9505,99.93,99.93,1
265,foot_only,9.55,128.36,617.59,665.36,304,99.56,172.07,0.9510,,,,90.01,43.71,0.9510,100.06,100.07,1
266,foot_only,8.70,128.14,617.18,664.76,307,98.76,171.71,0.9517,,,,90.06,43.57,0.9517,100.05,100.05,1
267,foot_only,7.87,127.88,616.61,664.99,347,97.48,172.48,0.9535,,,,89.61,44.60,0.9535,100.10,100.10,1
268,foot_only,7.06,127.58,615.42,665.77,354,95.72,174.39,0.9565,,,,88.66,46.81,0.9565,100.26,100.26,1
269,foot_only,6.28,127.25,614.86,665.78,368,93.49,177.43,0.9608,,,,87.21,50.18,0.9608,100.62,100.62,1
270,foot_only,5.53,126.88,614.50,664.45,311,90.77,181.60,0.9662,,,,85.24,54.72,0.9662,101.29,101.30,1
271,foot_only,4.79,126.46,613.30,665.58,375,87.58,186.90,0.9729,,,,82.79,60.44,0.9729,102.50,102.51,1
272,foot_only,4.09,126.00,610.19,662.53,210,83.91,193.33,0.9807,,,,79.82,67.33,0.9807,104.42,104.43,1
273,foot_only,3.40,125.50,608.61,663.89,215,79.76,200.90,0.9898,,,,76.36,75.40,0.9898,107.31,107.32,1
274,filled_from_previous,2.75,124.94,608.61,663.89,215,75.14,209.60,1.0001,,,,72.39,84.66,1.0001,111.39,111.39,0
275,filled_from_previous,2.12,124.34,608.61,663.89,215,70.03,219.43,1.0116,,,,67.91,95.09,1.0116,116.85,116.85,0
276,filled_from_previous,1.52,123.69,608.61,663.89,215,64.45,230.39,1.0243,,,,62.93,106.70,1.0243,123.88,123.88,0
277,foot_only,0.95,122.99,608.54,663.99,294,58.39,242.48,1.0383,,,,57.44,119.49,1.0383,132.58,132.58,1
278,foot_only,0.40,122.25,607.05,663.89,340,51.85,255.70,1.0534,,,,51.45,133.45,1.0534,143.02,143.03,1
279,foot_only,-0.12,121.48,605.79,663.28,336,44.84,270.06,1.0697,,,,44.96,148.58,1.0697,155.23,155.24,1
280,foot_only,-0.62,120.68,604.37,663.12,380,37.38,285.24,1.0873,,,,38.00,164.56,1.0873,168.89,168.89,1
281,foot_only,-1.10,119.85,602.42,662.52,362,29.41,301.39,1.1060,,,,30.51,181.54,1.1060,184.09,184.09,1
282,foot_only,-1.57,118.99,600.25,660.95,318,20.95,318.51,1.1260,,,,22.52,199.52,1.1260,200.79,200.79,1
283,foot_only,-2.01,118.12,596.15,659.27,283,11.98,336.60,1.1471,,,,13.99,218.48,1.1471,218.93,218.93,1
284,foot_only,-2.44,117.23,589.79,656.52,221,2.52,355.66,1.1695,,,,4.96,238.43,1.1695,238.48,238.48,1
285,foot_only,-2.85,116.30,585.77,654.94,121,-7.45,375.69,1.1932,,,,-4.60,259.39,1.1932,259.43,259.43,1
286,filled_from_previous,-3.24,115.35,585.77,654.94,121,-17.91,396.68,1.2180,,,,-14.67,281.33,1.2180,281.71,281.71,0
287,filled_from_previous,-3.61,114.36,585.77,654.94,121,-28.88,418.65,1.2441,,,,-25.27,304.29,1.2441,305.34,305.34,0
288,foot_only,-3.96,113.35,568.81,597.43,63,-40.34,441.59,1.2713,,,,-36.38,328.24,1.2713,330.25,330.25,1
289,foot_only,-4.27,112.12,567.18,598.80,125,-52.31,465.49,1.2998,,,,-48.04,353.37,1.2998,356.62,356.62,1
290,ok,-4.52,110.69,565.50,601.32,120,-64.78,490.37,1.3296,534.37,657.68,119,-60.26,379.68,1.3296,384.43,384.43,2
291,foot_only,-4.74,109.05,564.10,601.15,62,-77.52,516.32,1.3603,,,,-72.78,407.27,1.3603,413.72,413.72,1
292,foot_only,-4.91,107.21,506.22,677.26,384,-90.53,543.34,1.3921,,,,-85.62,436.13,1.3921,444.45,444.46,1
293,foot_only,-5.07,105.35,492.45,687.65,482,-103.81,571.43,1.4250,,,,-98.74,466.08,1.4250,476.42,476.43,1
294,foot_only,-5.22,103.48,479.39,697.80,489,-117.39,600.63,1.4589,,,,-112.17,497.15,1.4589,509.65,509.65,1
295,foot_only,-5.36,101.62,465.35,707.78,329,-131.21,630.82,1.4938,,,,-125.85,529.20,1.4938,543.96,543.96,1
296,foot_only,-5.49,99.78,454.21,712.54,224,-145.22,661.84,1.5297,,,,-139.73,562.06,1.5297,579.17,579.17,1
297,ok,-5.61,97.97,448.02,713.82,175,-159.42,693.66,1.5666,422.20,441.08,60,-153.81,595.69,1.5666,615.23,615.23,2
298,foot_only,-5.72,96.16,436.07,716.92,80,-172.79,723.17,1.6013,,,,-167.07,627.01,1.6013,648.89,648.89,1
299,foot_only,-5.82,94.37,433.20,720.09,80,-185.33,750.38,1.6336,,,,-179.51,656.01,1.6336,680.13,680.13,1
300,foot_only,-5.89,92.59,434.59,723.37,99,-197.03,775.27,1.6637,,,,-191.14,682.68,1.6637,708.93,708.94,1
301,foot_only,-5.95,90.82,433.46,724.36,127,-207.90,797.86,1.6915,,,,-201.95,707.04,1.6915,735.32,735.32,1
302,foot_only,-6.00,89.06,431.31,725.09,114,-217.94,818.14,1.7170,,,,-211.94,729.08,1.7170,759.26,759.26,1
303,foot_only,-6.03,87.31,433.03,726.49,139,-227.15,836.11,1.7402,,,,-221.12,748.80,1.7402,780.77,780.77,1
304,foot_only,-6.04,85.57,433.16,726.61,134,-235.21,850.55,1.7628,,,,-229.17,764.98,1.7628,798.57,798.57,1
305,foot_only,-6.03,83.84,432.38,726.18,157,-242.42,862.58,1.7823,,,,-236.39,778.74,1.7823,813.83,813.83,1
306,foot_only,-6.00,82.12,436.41,725.67,260,-248.77,872.19,1.7987,,,,-242.77,790.07,1.7987,826.53,826.53,1
307,foot_only,-5.96,80.40,436.25,725.79,354,-254.27,879.38,1.8120,,,,-248.31,798.98,1.8120,836.68,836.68,1
308,foot_only,-5.90,78.69,436.08,726.18,417,-258.92,884.15,1.8222,,,,-253.02,805.46,1.8222,844.27,844.27,1
309,foot_only,-5.83,76.99,435.93,727.83,491,-263.02,887.33,1.8311,,,,-257.19,810.34,1.8311,850.18,850.18,1
310,ok,-5.73,75.29,436.47,728.96,632,-266.56,888.85,1.8387,319.56,453.98,91,-260.83,813.56,1.8387,854.35,854.35,2
311,ok,-5.62,73.61,434.75,730.87,763,-269.59,889.34,1.8451,314.16,446.82,77,-263.97,815.73,1.8451,857.38,857.38,2
312,foot_only,-5.49,71.94,431.87,733.09,471,-272.02,888.56,1.8502,,,,-266.53,816.62,1.8502,859.01,859.02,1
313,foot_only,-5.35,70.28,428.76,733.48,377,-273.87,886.54,1.8540,,,,-268.52,816.26,1.8540,859.29,859.29,1
314,foot_only,-5.19,68.65,427.57,732.59,492,-275.13,883.36,1.8565,,,,-269.94,814.71,1.8565,858.27,858.27,1
315,foot_only,-5.02,67.04,426.80,733.68,491,-275.83,879.02,1.8578,,,,-270.81,811.98,1.8578,855.95,855.95,1
316,foot_only,-4.83,65.45,426.03,734.21,470,-275.94,873.57,1.8578,,,,-271.11,808.12,1.8578,852.38,852.39,1
317,foot_only,-4.64,63.88,428.87,734.71,233,-275.46,866.98,1.8565,,,,-270.82,803.10,1.8565,847.53,847.54,1
318,foot_only,-4.42,62.35,428.89,733.26,173,-274.38,859.28,1.8539,,,,-269.96,796.93,1.8539,841.41,841.42,1
319,foot_only,-4.20,60.83,427.79,732.45,269,-272.70,850.49,1.8500,,,,-268.50,789.66,1.8500,834.06,834.06,1
320,foot_only,-3.98,59.42,426.50,731.55,339,-270.39,840.59,1.8448,,,,-266.41,781.17,1.8448,825.35,825.35,1
321,foot_only,-3.77,58.11,422.82,729.14,370,-267.43,829.54,1.8383,,,,-263.66,771.43,1.8383,815.24,815.24,1
322,foot_only,-3.56,56.88,418.66,726.77,381,-263.91,817.25,1.8305,,,,-260.35,760.37,1.8305,803.71,803.71,1
323,foot_only,-3.35,55.75,415.18,723.28,415,-259.80,803.67,1.8215,,,,-256.45,747.92,1.8215,790.66,790.67,1
324,ok,-3.13,54.60,411.73,722.55,404,-255.09,788.73,1.8111,306.84,445.32,183,-251.96,734.13,1.8111,776.16,776.17,2
325,ok,-2.89,53.43,409.08,724.83,335,-249.71,772.32,1.7994,306.59,450.52,311,-246.82,718.89,1.7994,760.08,760.08,3
326,ok,-2.63,52.25,408.33,731.71,163,-243.74,754.63,1.7863,302.45,459.26,179,-241.11,702.38,1.7863,742.61,742.61,3
327,ok,-2.36,51.04,399.04,741.68,408,-237.27,735.96,1.7720,295.78,462.02,60,-234.91,684.92,1.7720,724.08,724.09,3
328,ok,-2.07,49.81,394.46,755.99,573,-230.31,716.37,1.7565,475.29,650.94,129,-228.24,666.56,1.7565,704.55,704.56,2
329,ok,-1.78,48.60,388.34,768.25,551,-223.80,698.53,1.7428,475.45,649.94,158,-222.02,649.93,1.7428,686.81,686.81,2
330,ok,-1.59,48.07,386.54,779.44,599,-217.73,682.42,1.7310,475.21,650.74,130,-216.14,634.35,1.7310,670.16,670.16,2
331,ok,-1.39,47.65,381.66,787.17,765,-212.10,668.05,1.7211,475.19,651.72,103,-210.71,620.40,1.7211,655.21,655.21,2
332,ok,-1.18,47.27,379.02,795.35,963,-206.90,655.44,1.7130,475.18,653.18,92,-205.72,608.17,1.7130,642.02,642.02,2
333,foot_only,-1.08,47.62,378.84,801.05,1065,-202.14,644.57,1.7068,,,,-201.06,596.95,1.7068,629.90,629.90,1
334,ok,-0.97,48.01,383.92,806.11,973,-197.82,635.49,1.7026,492.08,313.85,61,-196.85,587.48,1.7026,619.58,619.58,2
335,ok,-0.85,48.46,392.23,806.04,1004,-194.56,630.64,1.6969,371.72,823.78,83,-193.71,582.18,1.6969,613.56,613.56,2
336,foot_only,-0.72,48.96,389.83,809.53,1237,-191.78,627.83,1.6947,,,,-191.06,578.87,1.6947,609.59,609.59,1
337,foot_only,-0.57,49.51,392.47,809.22,1172,-189.48,627.08,1.6961,,,,-188.91,577.57,1.6961,607.68,607.68,1
338,foot_only,-0.40,50.10,391.48,810.85,1107,-187.66,628.39,1.7011,,,,-187.26,578.29,1.7011,607.85,607.86,1
339,ok,-0.20,50.74,399.05,809.83,752,-186.31,631.76,1.7096,281.06,462.63,68,-186.11,581.02,1.7096,610.10,610.10,3
340,ok,0.02,51.41,400.18,809.41,728,-184.81,635.50,1.7179,284.47,469.38,234,-184.83,584.09,1.7179,612.64,612.64,3
341,ok,0.27,52.12,400.71,809.26,710,-183.20,639.76,1.7262,291.07,467.64,314,-183.47,587.64,1.7262,615.62,615.62,3
342,ok,0.55,52.86,402.05,809.39,670,-181.46,644.15,1.7344,298.27,464.27,249,-182.01,591.29,1.7344,618.67,618.67,3
343,ok,0.86,53.65,403.14,809.72,664,-179.58,648.69,1.7424,309.60,460.72,212,-180.44,595.04,1.7424,621.80,621.80,3
344,ok,1.21,54.46,403.72,810.03,639,-177.55,653.25,1.7503,323.28,457.25,221,-178.76,598.79,1.7503,624.90,624.91,3
345,ok,1.60,55.32,404.95,809.34,599,-175.33,657.66,1.7579,338.41,455.96,269,-176.93,602.34,1.7579,627.79,627.79,3
346,ok,2.01,56.20,405.58,809.60,577,-172.91,661.86,1.7652,356.29,454.08,259,-174.92,605.66,1.7652,630.41,630.42,3
347,ok,2.47,57.12,405.58,809.90,613,-170.28,665.81,1.7722,375.87,455.82,212,-172.75,608.69,1.7722,632.73,632.73,2
348,ok,2.95,58.08,406.05,810.19,596,-167.49,669.58,1.7790,397.96,453.87,219,-170.44,611.50,1.7790,634.81,634.81,3
349,ok,3.47,59.07,407.51,810.02,558,-164.53,673.11,1.7856,423.48,453.12,120,-168.00,614.04,1.7856,636.61,636.61,2
350,ok,4.03,60.09,408.85,810.60,553,-161.41,676.36,1.7920,447.18,454.18,110,-165.44,616.27,1.7920,638.09,638.09,2
351,ok,4.62,61.15,410.83,810.55,521,-158.16,679.35,1.7981,469.88,456.34,98,-162.78,618.20,1.7981,639.27,639.27,3
352,ok,5.24,62.24,412.43,811.05,520,-154.80,682.10,1.8040,491.89,459.24,89,-160.04,619.86,1.8040,640.19,640.19,2
353,ok,5.89,63.38,413.86,810.91,525,-151.39,684.75,1.8097,513.63,463.13,78,-157.28,621.37,1.8097,640.97,640.97,2
354,ok,6.58,64.55,416.23,810.00,509,-147.96,687.37,1.8153,533.60,467.45,82,-154.54,622.82,1.8153,641.71,641.71,2
355,ok,7.30,65.77,420.37,808.64,475,-144.55,690.12,1.8208,551.49,471.19,106,-151.85,624.35,1.8208,642.55,642.55,2
356,ok,8.04,67.03,425.87,807.03,390,-141.20,693.22,1.8263,568.66,474.54,128,-149.24,626.19,1.8263,643.73,643.73,2
357,ok,8.81,68.33,434.28,803.81,300,-137.90,696.73,1.8319,584.26,476.69,140,-146.71,628.40,1.8319,645.30,645.30,2
358,ok,9.62,69.66,447.58,801.38,205,-134.61,700.69,1.8377,598.54,477.75,161,-144.23,631.03,1.8377,647.30,647.31,2
359,ok,10.45,71.01,465.48,796.08,143,-131.32,705.27,1.8435,611.19,478.38,174,-141.77,634.26,1.8435,649.91,649.91,2
360,foot_only,11.31,72.38,623.92,478.39,153,-127.74,709.94,1.8487,,,,-139.05,637.56,1.8487,652.55,652.55,1
361,ok,12.43,72.42,670.59,661.66,93,-123.87,714.86,1.8530,635.01,477.61,173,-136.30,642.44,1.8530,656.74,656.74,2
362,ok,13.58,72.29,538.04,777.37,79,-119.70,720.11,1.8566,645.15,477.62,176,-133.28,647.82,1.8566,661.39,661.39,2
363,foot_only,14.75,72.13,652.99,476.15,175,-115.25,725.62,1.8594,,,,-130.00,653.49,1.8594,666.30,666.30,1
364,ok,16.16,70.59,591.54,779.46,195,-110.52,731.27,1.8615,659.72,474.56,172,-126.68,660.68,1.8615,672.72,672.72,2
365,ok,17.59,69.03,617.80,783.22,664,-105.52,736.81,1.8627,665.54,472.23,177,-123.11,667.78,1.8627,679.03,679.04,2
366,ok,19.03,67.45,651.39,789.31,744,-99.94,740.81,1.8647,670.83,470.94,166,-118.97,673.36,1.8647,683.79,683.79,2
367,ok,20.48,65.85,686.59,798.55,706,-94.09,744.22,1.8650,674.99,469.55,159,-114.57,678.37,1.8650,687.98,687.98,4
368,ok,21.92,64.25,725.47,809.55,686,-87.96,746.93,1.8635,679.59,469.36,165,-109.88,682.68,1.8635,691.47,691.47,4
369,ok,23.36,62.65,764.05,819.19,738,-81.59,748.92,1.8603,683.29,469.96,158,-104.95,686.27,1.8603,694.25,694.25,3
370,ok,24.77,61.06,801.09,824.67,658,-74.97,750.29,1.8553,687.36,470.86,145,-99.74,689.23,1.8553,696.41,696.41,3
371,ok,26.16,59.48,836.13,823.66,783,-68.44,751.93,1.8505,691.37,472.83,153,-94.60,692.45,1.8505,698.88,698.88,3
372,ok,27.53,57.93,864.65,822.00,829,-61.98,753.82,1.8458,696.89,476.17,149,-89.51,695.89,1.8458,701.62,701.63,3
373,ok,28.85,56.39,884.13,820.84,879,-55.62,756.10,1.8414,703.64,480.07,159,-84.47,699.71,1.8414,704.79,704.79,2
374,ok,30.15,54.88,895.68,820.94,878,-49.40,758.97,1.8372,711.79,484.45,166,-79.55,704.09,1.8372,708.57,708.57,2
375,ok,31.40,53.38,900.38,823.51,853,-43.38,760.33,1.8339,721.56,489.25,176,-74.78,706.95,1.8339,710.89,710.90,2
376,ok,32.62,51.91,904.31,824.17,851,-37.59,760.30,1.8316,732.88,493.74,183,-70.21,708.39,1.8316,711.86,711.86,3
377,ok,33.80,50.47,905.52,823.88,849,-32.05,758.94,1.8304,747.23,488.30,314,-65.85,708.47,1.8304,711.52,711.53,3
378,ok,34.95,49.06,905.87,824.40,873,-26.74,758.90,1.8296,763.94,488.15,327,-61.69,709.84,1.8296,712.52,712.52,2
379,ok,36.06,47.67,907.70,823.39,901,-21.65,760.00,1.8293,784.26,486.27,378,-57.71,712.33,1.8293,714.66,714.67,2
380,ok,37.13,46.32,908.73,823.13,847,-16.78,762.31,1.8295,806.50,486.99,363,-53.91,715.99,1.8295,718.02,718.02,2
381,ok,38.17,45.00,910.12,822.46,874,-12.14,765.87,1.8302,830.72,489.67,332,-50.31,720.87,1.8302,722.62,722.63,2
382,ok,39.17,43.72,912.16,821.60,943,-7.74,770.67,1.8314,857.50,494.75,228,-46.91,726.95,1.8314,728.46,728.46,2
383,ok,40.14,42.47,913.50,821.41,927,-3.55,776.69,1.8332,884.69,492.15,251,-43.69,734.22,1.8332,735.52,735.52,2
384,ok,41.08,41.27,915.67,820.95,949,0.41,783.85,1.8355,913.64,495.25,160,-40.67,742.58,1.8355,743.69,743.70,3
385,ok,41.98,40.11,916.73,820.65,900,4.15,792.14,1.8384,941.37,489.08,162,-37.83,752.03,1.8384,752.98,752.98,2
386,ok,42.85,38.99,918.14,819.98,888,7.69,801.40,1.8417,968.79,480.12,154,-35.16,762.41,1.8417,763.22,763.22,2
387,ok,43.68,37.92,919.86,819.09,871,11.02,811.43,1.8454,992.82,469.59,165,-32.66,773.51,1.8454,774.20,774.20,2
388,ok,44.48,36.90,920.74,818.93,829,14.13,821.96,1.8494,1013.70,459.68,139,-30.35,785.06,1.8494,785.65,785.65,2
389,ok,45.25,35.93,922.24,818.07,840,17.03,832.67,1.8536,1030.98,450.17,132,-28.22,796.74,1.8536,797.24,797.24,2
390,ok,45.99,35.02,923.14,817.78,838,19.69,843.17,1.8579,1045.01,442.86,118,-26.30,808.15,1.8579,808.58,808.58,3
391,ok,46.70,34.17,923.88,817.52,863,22.09,853.08,1.8622,1055.59,437.89,120,-24.61,818.91,1.8622,819.28,819.28,3
392,ok,47.26,34.04,924.87,817.03,872,24.22,862.04,1.8664,1062.52,435.95,122,-23.04,828.00,1.8664,828.32,828.32,3
393,ok,47.79,34.05,925.82,816.48,898,26.11,868.67,1.8696,1065.28,437.23,111,-21.68,834.62,1.8696,834.90,834.90,3
394,ok,48.30,34.13,926.92,815.35,904,27.77,873.07,1.8717,1064.17,440.79,95,-20.53,838.94,1.8717,839.19,839.19,3
395,ok,48.66,34.94,928.59,813.49,913,29.20,875.49,1.8727,1059.44,446.88,85,-19.46,840.55,1.8727,840.78,840.78,2
396,ok,49.01,35.81,931.23,811.16,959,30.42,876.34,1.8728,1050.48,454.21,75,-18.59,840.53,1.8728,840.74,840.74,2
397,ok,49.33,36.73,933.93,807.45,1003,31.45,875.98,1.8720,1036.72,460.78,87,-17.88,839.25,1.8720,839.44,839.44,3
398,ok,49.63,37.69,936.67,804.10,1030,32.31,874.66,1.8703,1020.72,465.76,78,-17.32,836.97,1.8703,837.15,837.15,2
399,ok,49.93,38.70,939.85,801.14,1052,33.01,872.55,1.8678,1003.78,466.58,67,-16.92,833.85,1.8678,834.02,834.02,2
400,ok,50.21,39.73,943.20,798.13,1088,33.59,869.68,1.8646,988.08,460.70,162,-16.62,829.95,1.8646,830.12,830.12,2
401,ok,50.48,40.79,945.96,795.29,1148,34.04,865.87,1.8604,975.85,459.04,309,-16.44,825.08,1.8604,825.24,825.25,2
